location_id,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
0,39.613354,20.34674,276.0,10800,Europe/Athens,GMT+3
1,40.105446,21.176472,1003.0,10800,Europe/Athens,GMT+3

location_id,time,weather_code (wmo code),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
0,2000-01-18,1,3.3,7.9,-0.7,-0.0,5.2,-4.6,2000-01-18T08:56,2000-01-18T18:41,35061.32,30862.25,0.00,0.00,0.00,0.0,14.6,39.2,332,9.01,0.95
0,2000-01-19,55,4.2,7.0,-0.2,1.1,3.7,-4.2,2000-01-19T08:56,2000-01-19T18:42,35154.25,26146.77,2.50,2.50,0.00,4.0,8.9,38.2,23,8.88,1.13
0,2000-01-20,0,0.2,3.8,-2.4,-4.0,-0.8,-6.7,2000-01-20T08:55,2000-01-20T18:43,35250.45,31374.87,0.00,0.00,0.00,0.0,9.9,31.7,5,11.64,1.38
0,2000-01-21,71,0.8,4.8,-2.3,-2.6,1.9,-6.0,2000-01-21T08:55,2000-01-21T18:44,35350.05,30925.52,0.20,0.10,0.07,1.0,7.3,25.2,33,9.79,1.04
0,2000-01-22,73,4.2,9.3,-0.0,1.3,6.8,-3.1,2000-01-22T08:54,2000-01-22T18:45,35452.86,30874.68,2.10,1.60,0.35,6.0,7.4,21.6,61,10.93,1.30
0,2000-01-23,71,4.8,9.2,-0.5,1.5,6.3,-4.0,2000-01-23T08:53,2000-01-23T18:46,35558.72,14114.93,28.70,28.60,0.07,18.0,18.5,58.7,171,4.55,0.53
0,2000-01-24,71,4.5,6.6,0.2,1.6,4.1,-2.8,2000-01-24T08:53,2000-01-24T18:47,35667.45,30434.73,16.40,16.00,0.28,18.0,16.9,59.0,268,8.11,0.78
0,2000-01-25,3,0.2,4.4,-3.6,-3.4,0.1,-7.4,2000-01-25T08:52,2000-01-25T18:48,35778.87,31879.38,0.00,0.00,0.00,0.0,11.3,32.8,336,10.97,1.08
0,2000-01-26,0,-1.4,2.7,-4.9,-5.3,-1.1,-9.1,2000-01-26T08:51,2000-01-26T18:50,35892.80,32362.72,0.00,0.00,0.00,0.0,7.3,20.9,14,12.11,1.20
0,2000-01-27,0,0.0,6.3,-4.7,-3.9,2.6,-9.1,2000-01-27T08:51,2000-01-27T18:51,36009.09,32449.14,0.00,0.00,0.00,0.0,6.7,19.1,16,11.99,1.39
0,2000-01-28,3,2.4,8.3,-2.2,-0.9,5.1,-5.8,2000-01-28T08:50,2000-01-28T18:52,36127.56,32646.07,0.00,0.00,0.00,0.0,7.6,17.3,9,11.89,1.36
0,2000-01-29,3,3.7,9.5,-1.2,0.7,6.8,-4.6,2000-01-29T08:49,2000-01-29T18:53,36248.06,32819.27,0.00,0.00,0.00,0.0,5.5,18.4,38,11.88,1.40
0,2000-01-30,51,3.2,8.6,-1.2,0.5,6.8,-4.8,2000-01-30T08:48,2000-01-30T18:54,36370.41,21058.58,0.30,0.30,0.00,2.0,7.7,21.6,68,6.01,0.78
0,2000-01-31,3,5.7,13.1,-0.5,3.4,11.3,-3.8,2000-01-31T08:47,2000-01-31T18:56,36494.46,33008.68,0.00,0.00,0.00,0.0,7.8,24.1,18,11.48,1.46
0,2000-02-01,0,7.2,14.5,0.7,5.4,13.2,-2.2,2000-02-01T08:46,2000-02-01T18:57,36620.07,33222.19,0.00,0.00,0.00,0.0,5.4,18.0,27,11.75,1.58
0,2000-02-02,3,6.7,12.5,1.1,4.9,11.1,-1.5,2000-02-02T08:45,2000-02-02T18:58,36747.07,32430.98,0.00,0.00,0.00,0.0,6.4,19.4,112,11.40,1.46
0,2000-02-03,51,8.0,11.8,5.2,6.4,10.0,3.0,2000-02-03T08:44,2000-02-03T18:59,36875.32,25509.90,0.60,0.60,0.00,3.0,6.5,22.0,350,8.68,1.17
0,2000-02-04,51,6.1,10.1,2.4,2.9,6.1,-1.1,2000-02-04T08:44,2000-02-04T19:00,37004.66,32686.19,0.60,0.60,0.00,3.0,14.2,40.3,52,7.21,1.24
0,2000-02-05,0,4.0,9.7,-1.5,0.5,6.0,-5.4,2000-02-05T08:43,2000-02-05T19:02,37134.97,33776.84,0.00,0.00,0.00,0.0,8.2,22.7,356,13.20,1.72
0,2000-02-06,0,7.3,14.8,0.3,4.9,12.8,-2.9,2000-02-06T08:42,2000-02-06T19:03,37266.09,33917.54,0.00,0.00,0.00,0.0,5.7,18.4,35,12.39,1.74
0,2000-02-07,2,7.7,14.1,1.3,5.9,12.4,-1.3,2000-02-07T08:40,2000-02-07T19:04,37397.89,33769.96,0.00,0.00,0.00,0.0,6.9,20.2,24,11.34,1.56
0,2000-02-08,3,7.1,12.4,2.1,5.3,10.5,-0.7,2000-02-08T08:39,2000-02-08T19:05,37530.37,27599.49,0.00,0.00,0.00,0.0,8.0,23.8,332,8.77,1.18
0,2000-02-09,51,8.2,11.4,4.8,6.7,9.5,3.2,2000-02-09T08:38,2000-02-09T19:06,37664.75,30163.73,0.60,0.60,0.00,5.0,9.2,27.7,162,8.35,1.10
0,2000-02-10,63,7.9,8.7,6.3,5.2,6.8,3.5,2000-02-10T08:37,2000-02-10T19:07,37801.26,0.00,19.80,19.80,0.00,22.0,14.4,45.4,70,2.22,0.44
0,2000-02-11,53,7.9,12.4,4.7,5.9,11.3,1.9,2000-02-11T08:36,2000-02-11T19:09,37939.73,17606.94,4.10,4.10,0.00,12.0,9.7,36.7,48,7.54,1.08
0,2000-02-12,53,8.1,13.7,3.5,6.2,12.6,0.8,2000-02-12T08:35,2000-02-12T19:10,38079.99,34187.65,1.50,1.50,0.00,4.0,7.7,21.2,31,11.37,1.58
0,2000-02-13,51,6.9,11.6,3.5,5.1,9.8,1.0,2000-02-13T08:34,2000-02-13T19:11,38221.90,28530.57,1.10,1.10,0.00,4.0,5.9,19.8,80,8.83,1.19
0,2000-02-14,51,6.3,11.3,1.8,4.3,9.3,-0.8,2000-02-14T08:33,2000-02-14T19:12,38365.31,35089.88,0.40,0.40,0.00,2.0,8.7,27.4,352,11.23,1.43
0,2000-02-15,2,6.2,11.7,1.2,3.2,7.7,-2.2,2000-02-15T08:31,2000-02-15T19:13,38510.07,31609.09,0.00,0.00,0.00,0.0,17.2,47.2,336,13.70,1.90
0,2000-02-16,51,5.5,10.9,-0.2,2.6,7.9,-3.6,2000-02-16T08:30,2000-02-16T19:14,38656.04,33090.12,0.10,0.10,0.00,1.0,9.7,28.4,109,13.53,1.73
0,2000-02-17,71,7.9,10.1,6.1,5.5,7.1,4.2,2000-02-17T08:29,2000-02-17T19:16,38803.06,664.12,40.80,40.70,0.07,23.0,23.4,72.0,175,3.14,0.45
0,2000-02-18,71,4.8,7.8,2.4,2.2,5.6,-0.4,2000-02-18T08:27,2000-02-18T19:17,38951.01,18572.92,13.70,12.50,0.84,21.0,12.8,37.1,273,7.78,1.06
0,2000-02-19,71,5.0,10.7,0.1,2.0,7.3,-3.4,2000-02-19T08:26,2000-02-19T19:18,39099.75,27938.20,10.10,10.00,0.07,6.0,11.7,43.6,40,12.10,1.64
0,2000-02-20,63,7.3,10.9,4.8,5.0,8.4,2.4,2000-02-20T08:25,2000-02-20T19:19,39249.13,27654.79,45.10,45.10,0.00,22.0,16.9,60.1,220,7.31,0.86
0,2000-02-21,61,5.7,8.0,3.6,3.7,6.1,0.5,2000-02-21T08:23,2000-02-21T19:20,39399.04,28053.97,8.60,8.60,0.00,15.0,7.6,29.2,6,8.30,1.07
0,2000-02-22,51,3.7,9.1,-1.8,0.6,6.5,-5.8,2000-02-22T08:22,2000-02-22T19:21,39549.34,35865.25,0.10,0.10,0.00,1.0,8.7,22.7,37,14.92,1.84
0,2000-02-23,51,3.9,7.5,0.9,0.9,4.2,-2.3,2000-02-23T08:21,2000-02-23T19:22,39699.89,35782.45,0.30,0.30,0.00,1.0,8.1,23.8,71,12.05,1.45
0,2000-02-24,73,3.9,7.1,1.6,1.2,4.4,-1.2,2000-02-24T08:19,2000-02-24T19:24,39850.59,35853.12,3.70,2.70,0.70,8.0,7.1,23.4,65,11.76,1.39
0,2000-02-25,1,2.8,9.0,-3.4,-0.7,5.9,-7.7,2000-02-25T08:18,2000-02-25T19:25,40001.29,36246.01,0.00,0.00,0.00,0.0,11.3,34.2,354,16.65,1.98
0,2000-02-26,1,6.9,12.8,1.3,4.1,10.3,-1.9,2000-02-26T08:16,2000-02-26T19:26,40151.88,36245.25,0.00,0.00,0.00,0.0,6.5,22.0,319,16.45,2.23
0,2000-02-27,3,6.1,12.6,-0.3,3.1,10.3,-4.2,2000-02-27T08:15,2000-02-27T19:27,40302.25,36517.75,0.00,0.00,0.00,0.0,9.0,22.0,41,16.29,2.26
0,2000-02-28,51,5.3,10.8,0.2,1.8,7.2,-3.6,2000-02-28T08:14,2000-02-28T19:28,40452.38,36534.23,0.10,0.10,0.00,1.0,13.7,47.5,67,16.37,2.18
0,2000-02-29,51,4.5,9.7,-1.1,1.2,7.1,-5.0,2000-02-29T08:12,2000-02-29T19:29,40603.47,37033.34,0.30,0.30,0.00,2.0,9.1,28.8,4,16.62,2.12
0,2000-03-01,51,5.7,9.8,0.6,2.9,7.3,-2.6,2000-03-01T08:11,2000-03-01T19:30,40755.75,35227.57,0.30,0.30,0.00,2.0,9.2,27.4,293,16.10,1.97
0,2000-03-02,63,8.5,11.3,6.3,6.1,8.5,4.1,2000-03-02T08:09,2000-03-02T19:31,40909.10,26953.07,31.00,31.00,0.00,24.0,23.9,76.0,170,7.25,0.78
0,2000-03-03,61,8.3,12.6,5.1,5.8,9.4,2.9,2000-03-03T08:08,2000-03-03T19:32,41063.39,34007.63,7.40,7.40,0.00,10.0,14.7,43.6,304,16.57,2.28
0,2000-03-04,3,7.3,12.0,1.2,4.9,10.2,-1.7,2000-03-04T08:06,2000-03-04T19:33,41218.53,37599.18,0.00,0.00,0.00,0.0,8.7,25.2,225,17.34,2.27
0,2000-03-05,53,8.5,13.0,5.1,6.5,11.3,2.8,2000-03-05T08:05,2000-03-05T19:34,41374.38,32263.22,2.10,2.10,0.00,6.0,9.7,36.0,94,10.01,1.39
0,2000-03-06,3,5.7,9.7,0.5,2.5,7.5,-3.3,2000-03-06T08:03,2000-03-06T19:36,41530.85,37824.42,0.00,0.00,0.00,0.0,10.7,30.6,33,18.43,2.33
0,2000-03-07,0,4.3,9.1,-0.3,1.0,6.3,-3.9,2000-03-07T08:02,2000-03-07T19:37,41687.80,37916.21,0.00,0.00,0.00,0.0,8.6,25.2,351,18.89,2.35
0,2000-03-08,3,6.4,12.2,0.5,4.1,10.6,-2.4,2000-03-08T08:00,2000-03-08T19:38,41845.14,38007.36,0.00,0.00,0.00,0.0,7.6,21.2,316,18.90,2.43
0,2000-03-09,2,7.1,13.4,0.4,5.0,11.5,-2.3,2000-03-09T07:58,2000-03-09T19:39,42002.76,38075.10,0.00,0.00,0.00,0.0,11.5,31.7,305,17.72,2.31
0,2000-03-10,3,8.8,14.1,3.3,7.2,13.2,0.6,2000-03-10T07:57,2000-03-10T19:40,42160.54,36673.40,0.00,0.00,0.00,0.0,10.0,30.2,300,16.96,2.29
0,2000-03-11,3,9.5,15.4,4.2,8.2,15.2,1.9,2000-03-11T07:55,2000-03-11T19:41,42318.39,36087.11,0.00,0.00,0.00,0.0,7.9,24.5,153,17.42,2.46
0,2000-03-12,51,10.9,14.2,8.1,9.7,13.0,6.5,2000-03-12T07:54,2000-03-12T19:42,42476.19,20622.92,0.30,0.30,0.00,3.0,6.5,23.0,105,10.02,1.54
0,2000-03-13,3,10.7,16.5,4.8,8.9,15.4,2.0,2000-03-13T07:52,2000-03-13T19:43,42633.83,38212.38,0.00,0.00,0.00,0.0,8.7,22.7,27,14.64,2.31
0,2000-03-14,53,10.1,14.0,5.9,8.7,12.7,3.9,2000-03-14T07:51,2000-03-14T19:44,42791.21,38223.37,2.50,2.50,0.00,5.0,7.8,27.4,113,12.78,1.83
0,2000-03-15,55,9.0,12.9,6.3,7.7,12.0,4.6,2000-03-15T07:49,2000-03-15T19:45,42948.23,16328.17,5.80,5.80,0.00,15.0,8.4,31.3,183,9.81,1.36
0,2000-03-16,63,10.1,13.0,6.6,8.8,12.6,4.5,2000-03-16T07:47,2000-03-16T19:46,43104.77,18841.93,25.50,25.50,0.00,20.0,11.5,36.7,223,8.87,1.22
0,2000-03-17,3,5.7,10.1,1.8,2.3,6.6,-1.3,2000-03-17T07:46,2000-03-17T19:47,43260.73,39407.65,0.00,0.00,0.00,0.0,17.7,45.7,330,19.33,2.59
0,2000-03-18,3,5.7,10.1,2.6,2.0,7.4,-0.6,2000-03-18T07:44,2000-03-18T19:48,43416.00,39699.09,0.00,0.00,0.00,0.0,20.9,54.4,305,20.43,2.77
0,2000-03-19,3,4.2,9.2,-0.6,0.4,5.6,-4.3,2000-03-19T07:43,2000-03-19T19:49,43570.60,40121.93,0.00,0.00,0.00,0.0,12.3,36.4,324,21.54,2.83
0,2000-03-20,2,5.3,9.7,0.7,2.1,7.5,-2.5,2000-03-20T07:41,2000-03-20T19:50,43725.60,39799.57,0.00,0.00,0.00,0.0,12.6,37.4,306,19.82,2.51
0,2000-03-21,71,5.4,8.3,3.1,2.4,4.7,0.4,2000-03-21T07:39,2000-03-21T19:51,43881.23,34848.39,2.00,1.90,0.07,11.0,14.2,46.1,311,15.33,1.83
0,2000-03-22,51,4.9,10.9,-2.3,1.9,9.2,-6.0,2000-03-22T07:38,2000-03-22T19:52,44037.40,40686.12,0.60,0.60,0.00,2.0,9.7,34.2,344,22.01,2.85
0,2000-03-23,0,6.9,13.4,-0.3,4.4,12.0,-3.6,2000-03-23T07:36,2000-03-23T19:53,44194.01,40918.33,0.00,0.00,0.00,0.0,9.8,28.1,319,21.95,2.99
0,2000-03-24,2,8.1,14.4,0.5,6.2,13.7,-2.4,2000-03-24T07:35,2000-03-24T19:54,44350.95,41035.14,0.00,0.00,0.00,0.0,9.0,27.0,286,21.80,3.01
0,2000-03-25,3,8.3,14.9,1.1,6.9,15.4,-1.9,2000-03-25T07:33,2000-03-25T19:55,44508.13,36210.72,0.00,0.00,0.00,0.0,7.4,25.2,355,20.07,2.84
0,2000-03-26,3,9.4,15.7,3.2,8.0,15.1,0.5,2000-03-26T07:31,2000-03-26T19:56,44665.46,32334.06,0.00,0.00,0.00,0.0,7.4,32.4,98,18.05,2.67
0,2000-03-27,61,9.3,13.0,5.8,7.3,12.2,3.0,2000-03-27T07:30,2000-03-27T19:57,44822.84,24525.04,7.90,7.90,0.00,12.0,15.8,47.5,140,9.65,1.30
0,2000-03-28,51,10.8,15.9,6.2,9.7,15.2,4.3,2000-03-28T07:28,2000-03-28T19:58,44980.17,38129.88,0.10,0.10,0.00,1.0,9.4,28.4,125,16.97,2.48
0,2000-03-29,51,13.3,19.8,7.6,11.6,17.5,5.7,2000-03-29T07:27,2000-03-29T19:59,45137.35,38701.63,0.50,0.50,0.00,3.0,13.3,33.8,81,18.27,3.17
0,2000-03-30,3,14.2,18.2,8.6,13.2,18.8,6.5,2000-03-30T07:25,2000-03-30T20:00,45294.29,37222.19,0.00,0.00,0.00,0.0,7.9,24.1,322,19.09,3.12
0,2000-03-31,3,12.4,18.1,6.8,11.7,18.6,4.9,2000-03-31T07:23,2000-03-31T20:01,45450.88,40692.26,0.00,0.00,0.00,0.0,6.6,25.6,0,20.97,3.25
0,2000-04-01,3,12.7,19.4,7.4,11.8,19.8,5.7,2000-04-01T07:22,2000-04-01T20:02,45607.03,32489.21,0.00,0.00,0.00,0.0,9.7,30.6,33,16.78,2.75
0,2000-04-02,3,12.1,16.2,8.3,11.1,15.5,7.1,2000-04-02T07:20,2000-04-02T20:03,45762.62,40327.89,0.00,0.00,0.00,0.0,11.9,34.9,266,19.57,2.89
0,2000-04-03,63,11.7,18.9,5.4,9.6,15.8,3.0,2000-04-03T07:19,2000-04-03T20:04,45917.56,27736.67,16.40,16.40,0.00,5.0,13.8,49.7,99,15.05,2.81
0,2000-04-04,61,15.7,21.1,10.9,15.0,20.8,9.2,2000-04-04T07:17,2000-04-04T20:05,46071.74,40083.36,7.90,7.90,0.00,12.0,14.4,50.4,108,19.05,3.15
0,2000-04-05,63,14.3,17.2,11.1,12.4,16.0,10.2,2000-04-05T07:15,2000-04-05T20:06,46225.06,40220.86,13.70,13.70,0.00,18.0,22.4,66.6,221,15.67,2.30
0,2000-04-06,61,11.5,13.8,8.8,10.7,13.6,8.0,2000-04-06T07:14,2000-04-06T20:07,46377.41,41305.88,5.20,5.20,0.00,11.0,11.0,47.2,271,16.47,2.19
0,2000-04-07,61,10.3,13.2,7.4,9.3,13.2,5.9,2000-04-07T07:12,2000-04-07T20:08,46528.67,34858.53,8.00,8.00,0.00,13.0,9.9,37.8,301,15.46,2.12
0,2000-04-08,51,9.8,14.6,6.1,7.5,13.1,4.0,2000-04-08T07:11,2000-04-08T20:09,46678.85,42252.82,0.40,0.40,0.00,4.0,14.8,42.1,314,20.94,3.20
0,2000-04-09,3,9.0,13.8,2.7,6.6,12.6,-0.2,2000-04-09T07:09,2000-04-09T20:10,46828.98,40683.36,0.00,0.00,0.00,0.0,9.8,32.8,315,23.78,3.38
0,2000-04-10,51,11.1,16.1,7.0,8.7,12.8,4.6,2000-04-10T07:08,2000-04-10T20:11,46979.26,29982.48,0.30,0.30,0.00,2.0,10.8,33.1,80,15.95,2.69
0,2000-04-11,51,11.7,15.8,8.5,10.5,15.9,6.7,2000-04-11T07:06,2000-04-11T20:12,47129.60,28099.29,0.80,0.80,0.00,3.0,10.2,30.2,33,17.33,2.62
0,2000-04-12,3,12.4,18.4,5.6,11.5,18.9,3.2,2000-04-12T07:05,2000-04-12T20:13,47279.90,40311.84,0.00,0.00,0.00,0.0,9.0,31.0,335,21.32,3.34
0,2000-04-13,3,13.5,19.2,7.3,13.4,20.4,5.8,2000-04-13T07:03,2000-04-13T20:14,47430.06,42582.82,0.00,0.00,0.00,0.0,11.0,36.0,279,23.59,3.65
0,2000-04-14,3,13.9,18.7,9.8,13.9,19.5,8.8,2000-04-14T07:02,2000-04-14T20:15,47579.97,42540.41,0.00,0.00,0.00,0.0,9.4,29.5,281,24.29,3.77
0,2000-04-15,3,14.3,20.1,7.0,14.3,21.4,5.6,2000-04-15T07:00,2000-04-15T20:16,47729.55,40167.55,0.00,0.00,0.00,0.0,8.2,24.5,294,23.80,3.91
0,2000-04-16,3,15.7,22.0,8.3,15.7,23.4,7.3,2000-04-16T06:59,2000-04-16T20:17,47878.67,43582.62,0.00,0.00,0.00,0.0,7.9,24.1,322,23.32,4.02
0,2000-04-17,3,16.1,22.1,9.3,16.4,24.1,8.0,2000-04-17T06:57,2000-04-17T20:18,48027.24,44227.64,0.00,0.00,0.00,0.0,9.4,29.5,250,23.60,3.96
0,2000-04-18,53,15.9,21.8,9.6,16.4,24.0,8.8,2000-04-18T06:56,2000-04-18T20:19,48175.15,43146.56,0.80,0.80,0.00,1.0,7.3,35.6,340,22.02,3.75
0,2000-04-19,61,15.3,21.0,8.5,15.3,22.0,6.9,2000-04-19T06:54,2000-04-19T20:20,48322.28,38936.91,5.40,5.40,0.00,5.0,9.3,29.9,357,20.20,3.44
0,2000-04-20,63,14.7,18.8,9.2,15.2,20.6,8.8,2000-04-20T06:53,2000-04-20T20:21,48468.53,28072.06,7.10,7.10,0.00,12.0,7.9,28.1,182,17.15,2.75
0,2000-04-21,53,14.9,20.1,9.5,15.4,21.4,8.6,2000-04-21T06:52,2000-04-21T20:22,48613.78,30193.88,1.60,1.60,0.00,3.0,10.0,32.8,301,18.72,3.08
0,2000-04-22,3,15.9,21.2,8.9,16.4,23.4,7.7,2000-04-22T06:50,2000-04-22T20:23,48757.91,43826.62,0.00,0.00,0.00,0.0,8.7,27.4,270,23.37,3.89
0,2000-04-23,3,16.7,21.9,10.4,17.3,23.9,9.7,2000-04-23T06:49,2000-04-23T20:24,48900.80,45540.70,0.00,0.00,0.00,0.0,9.4,28.8,191,23.67,4.01
0,2000-04-24,3,16.1,20.7,12.7,16.6,22.3,13.0,2000-04-24T06:47,2000-04-24T20:25,49042.34,40193.26,0.00,0.00,0.00,0.0,11.7,38.9,173,23.63,3.85
0,2000-04-25,61,13.6,15.6,11.1,12.5,14.5,9.7,2000-04-25T06:46,2000-04-25T20:26,49182.40,43612.22,3.60,3.60,0.00,6.0,15.4,50.4,279,20.65,3.20
0,2000-04-26,51,14.2,19.9,8.4,13.6,20.2,6.9,2000-04-26T06:45,2000-04-26T20:27,49320.84,46042.88,0.20,0.20,0.00,1.0,9.6,33.8,276,23.44,3.82
0,2000-04-27,53,15.1,19.9,9.0,15.6,21.4,8.0,2000-04-27T06:43,2000-04-27T20:28,49457.54,44157.05,0.80,0.80,0.00,4.0,8.3,29.9,331,22.06,3.57
0,2000-04-28,53,16.0,20.3,9.8,16.7,22.9,9.1,2000-04-28T06:42,2000-04-28T20:29,49592.48,46189.60,1.20,1.20,0.00,3.0,8.2,27.7,276,22.70,3.74
0,2000-04-29,51,16.5,21.3,11.4,17.3,23.3,11.4,2000-04-29T06:41,2000-04-29T20:30,49726.64,46099.77,0.30,0.30,0.00,1.0,7.7,25.2,261,22.45,3.81
0,2000-04-30,55,15.7,20.9,11.4,16.2,21.7,11.4,2000-04-30T06:40,2000-04-30T20:31,49860.22,46115.49,1.90,1.90,0.00,3.0,13.5,45.7,138,22.80,3.61
0,2000-05-01,3,15.1,19.1,10.3,15.0,19.8,9.6,2000-05-01T06:38,2000-05-01T20:32,49993.09,46401.37,0.00,0.00,0.00,0.0,10.1,32.8,152,25.50,4.00
0,2000-05-02,3,15.1,19.2,10.3,15.2,20.7,9.7,2000-05-02T06:37,2000-05-02T20:33,50125.16,45126.31,0.00,0.00,0.00,0.0,7.6,27.7,312,23.47,3.82
0,2000-05-03,1,15.4,20.4,9.6,14.6,20.2,8.9,2000-05-03T06:36,2000-05-03T20:34,50256.31,46537.96,0.00,0.00,0.00,0.0,16.4,46.1,72,24.06,4.07
0,2000-05-04,2,14.8,19.9,8.6,14.2,21.2,6.8,2000-05-04T06:35,2000-05-04T20:35,50386.42,46604.71,0.00,0.00,0.00,0.0,10.8,33.8,2,27.43,4.49
0,2000-05-05,55,14.9,19.6,10.0,15.4,21.1,9.5,2000-05-05T06:34,2000-05-05T20:36,50515.38,45071.66,2.70,2.70,0.00,8.0,8.9,28.1,282,20.35,3.23
0,2000-05-06,53,15.0,19.7,9.5,15.5,21.6,8.4,2000-05-06T06:33,2000-05-06T20:37,50643.08,43975.63,1.50,1.50,0.00,6.0,11.1,37.4,263,22.06,3.50
0,2000-05-07,3,16.5,21.4,11.6,17.3,23.3,11.5,2000-05-07T06:32,2000-05-07T20:38,50769.38,41221.12,0.00,0.00,0.00,0.0,8.0,24.1,297,23.54,3.95
0,2000-05-08,3,17.2,22.9,11.5,18.0,25.1,11.0,2000-05-08T06:30,2000-05-08T20:39,50894.17,39600.00,0.00,0.00,0.00,0.0,7.4,23.4,290,25.57,4.47
0,2000-05-09,2,18.0,23.4,11.6,18.6,25.2,11.5,2000-05-09T06:29,2000-05-09T20:40,51017.31,46800.00,0.00,0.00,0.00,0.0,9.3,28.4,307,26.11,4.64
0,2000-05-10,3,19.2,24.7,12.5,20.1,26.4,12.7,2000-05-10T06:28,2000-05-10T20:41,51138.68,45449.10,0.00,0.00,0.00,0.0,7.9,25.9,285,26.47,4.85
0,2000-05-11,3,18.9,23.3,14.2,19.4,23.1,14.4,2000-05-11T06:27,2000-05-11T20:42,51258.15,37959.16,0.00,0.00,0.00,0.0,7.7,21.6,333,17.95,3.37
0,2000-05-12,3,19.7,25.1,12.4,20.8,27.2,12.5,2000-05-12T06:26,2000-05-12T20:43,51375.58,46800.00,0.00,0.00,0.00,0.0,8.6,27.4,273,25.91,4.75
0,2000-05-13,3,21.0,26.7,13.1,22.3,28.9,13.4,2000-05-13T06:25,2000-05-13T20:44,51490.83,46800.00,0.00,0.00,0.00,0.0,8.4,27.7,268,26.04,4.99
0,2000-05-14,3,20.3,24.9,13.9,21.6,27.7,13.7,2000-05-14T06:24,2000-05-14T20:45,51603.78,46643.74,0.00,0.00,0.00,0.0,7.9,23.8,72,23.97,4.47
0,2000-05-15,61,17.4,20.3,15.3,18.5,21.3,15.6,2000-05-15T06:23,2000-05-15T20:45,51714.27,9626.91,7.80,7.80,0.00,13.0,7.0,24.8,70,12.38,2.24
0,2000-05-16,53,16.8,21.7,10.9,17.2,21.9,10.5,2000-05-16T06:23,2000-05-16T20:46,51822.16,46435.50,0.80,0.80,0.00,2.0,6.4,31.0,34,17.47,3.12
0,2000-05-17,61,18.4,24.2,10.1,18.8,26.4,9.0,2000-05-17T06:22,2000-05-17T20:47,51927.30,46800.00,1.50,1.50,0.00,1.0,7.6,27.7,341,26.11,4.75
0,2000-05-18,53,19.0,23.8,12.1,20.0,26.3,11.3,2000-05-18T06:21,2000-05-18T20:48,52029.65,46800.00,0.60,0.60,0.00,1.0,9.7,29.5,298,25.96,4.63
0,2000-05-19,0,18.4,22.8,12.0,19.3,24.8,12.1,2000-05-19T06:20,2000-05-19T20:49,52130.02,46800.00,0.00,0.00,0.00,0.0,10.1,33.1,221,26.75,4.66
0,2000-05-20,3,17.6,22.0,11.4,18.2,23.9,10.9,2000-05-20T06:19,2000-05-20T20:50,52228.55,46800.00,0.00,0.00,0.00,0.0,11.6,36.0,178,25.80,4.37
0,2000-05-21,51,17.9,21.8,14.1,18.7,22.8,14.4,2000-05-21T06:19,2000-05-21T20:51,52325.16,45512.61,0.40,0.40,0.00,2.0,11.7,32.8,190,21.75,3.74
0,2000-05-22,3,18.0,21.0,14.5,19.1,22.6,15.3,2000-05-22T06:18,2000-05-22T20:52,52419.74,45476.00,0.00,0.00,0.00,0.0,10.2,33.1,203,21.89,3.76
0,2000-05-23,3,18.8,23.9,13.5,20.3,26.3,14.0,2000-05-23T06:17,2000-05-23T20:53,52512.20,46163.49,0.00,0.00,0.00,0.0,11.6,36.4,267,25.64,4.50
0,2000-05-24,2,19.7,24.8,12.8,20.2,25.9,12.5,2000-05-24T06:17,2000-05-24T20:53,52602.43,47060.39,0.00,0.00,0.00,0.0,11.9,37.1,319,27.90,5.18
0,2000-05-25,3,19.2,24.2,12.6,19.8,25.8,12.4,2000-05-25T06:16,2000-05-25T20:54,52690.32,46942.60,0.00,0.00,0.00,0.0,11.2,34.2,202,25.74,4.68
0,2000-05-26,3,19.7,23.6,13.6,20.9,26.0,14.0,2000-05-26T06:15,2000-05-26T20:55,52775.79,46800.00,0.00,0.00,0.00,0.0,7.9,27.7,275,24.25,4.42
0,2000-05-27,3,20.8,26.0,13.8,21.5,26.7,13.6,2000-05-27T06:15,2000-05-27T20:56,52858.71,46800.00,0.00,0.00,0.00,0.0,10.0,30.6,64,23.74,4.67
0,2000-05-28,3,20.8,26.3,14.6,21.4,27.7,14.8,2000-05-28T06:14,2000-05-28T20:57,52938.99,46800.00,0.00,0.00,0.00,0.0,10.4,31.0,339,22.48,4.45
0,2000-05-29,51,20.5,24.1,15.7,21.8,26.1,16.9,2000-05-29T06:14,2000-05-29T20:57,53016.52,47044.61,0.50,0.50,0.00,2.0,13.4,36.7,275,24.58,4.50
0,2000-05-30,2,20.7,26.4,13.5,21.8,27.6,14.1,2000-05-30T06:13,2000-05-30T20:58,53091.20,46578.55,0.00,0.00,0.00,0.0,14.4,41.0,291,27.89,5.31
